Fin,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts,race_name,date,year,track,laps,track_len,caution_cnt,caution_laps,race_dur,avg_speed,pole_speed,margin,lead_changes,PPts
10,22,43,   Dakoda Armstrong ,WinField   (Richard Petty Motorsports),Ford,200,"26,350",running,0,34,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
11,9,7,   Regan Smith ,TaxSlayer.com   (JR Motorsports),Chevrolet,200,"22,400",running,5,34,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
12,38,42,   Kyle Larson ,Philips Norelco Shaver Series 9000   (Steve Turner),Chevrolet,200,"15,850",running,0,0,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
13,15,60,   Chris Buescher ,Bit-O-Honey   (Jack Roush),Ford,200,"21,325",running,0,31,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
14,14,31,   Dylan Kwasniewski ,AccuDoc Solutions / Rockstar Energy   (Steve Turner),Chevrolet,199,"20,900",running,0,30,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
15,8,3,   Ty Dillon ,Bass Pro Shops / Tracker Boats   (Richard Childress),Chevrolet,199,"21,325",running,0,29,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
16,12,62,   Brendan Gaughan ,Smokey Mountain Herbal Snuff / 7-11   (Richard Childress),Chevrolet,199,"20,550",running,0,28,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
17,10,16,   Ryan Reed ,Lilly Diabetes / ADA Drive to Stop Diabetes   (Jack Roush),Ford,199,"20,625",running,0,27,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
18,21,19,   Mike Bliss ,Sour Apple Tweaker Energy Shot   (Mark Smith),Toyota,199,"20,300",running,0,26,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
19,27,1,   Landon Cassill ,G&K Services   (Johnny Davis),Chevrolet,198,"20,175",running,0,25,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
20,23,28,   J.J. Yeley ,Texas 28 Spirits Stage   (James Whitener),Dodge,197,"20,750",running,0,24,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
21,24,51,   Jeremy Clements ,Crescent Companies   (Jeremy Clements),Chevrolet,197,"19,925",running,0,23,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
22,29,93,   Kevin Swindell ,JGL Racing   (James Whitener),Dodge,197,"19,795",running,0,22,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
23,16,25,   John Wes Townley ,Zaxby's   (Tony Townley),Toyota,196,"19,645",running,0,0,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
24,28,99,   James Buescher ,Rheem   (Robby Benton),Toyota,195,"19,495",running,0,20,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
25,26,44,   David Starr ,Whataburger   (Mark Smith),Toyota,194,"19,845",running,0,19,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
26,25,14,   Eric McClure ,Hefty Ultimate / Reynolds Wrap   (Mark Smith),Toyota,194,"19,220",running,0,18,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
27,32,17,   Tanner Berryhill ,Donnie Ray Crawford / Excel Therapy   (Adrian Berryhill),Toyota,194,"19,095",running,0,17,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
28,19,84,   Chad Boat ,Billy Boat Perf. Exhaust / CorvetteParts.net   (Billy Boat),Chevrolet,193,"18,970",running,0,16,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
29,37,23,"   Robert Richardson, Jr. ","Willbros   (Robert Richardson, Sr.)",Chevrolet,192,"18,895",running,0,15,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
30,34,55,   Jamie Dick ,Viva Auto Group   (Jimmy Dick),Chevrolet,187,"19,145",running,0,14,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
31,35,40,   Matt DiBenedetto ,The Motorsports Group   (Curtis Key),Chevrolet,168,"18,790",running,0,13,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
32,20,98,   Corey LaJoie ,Medallion Financial   (Fred Biagi),Ford,128,"18,730",crash,0,0,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
33,18,39,   Ryan Sieg ,JoeUSA.com / Pull-A-Part Used Auto Parts   (Rod Sieg),Chevrolet,127,"18,690",crash,0,11,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
34,30,4,   Jeffrey Earnhardt ,Flex Seal   (Johnny Davis),Chevrolet,85,"18,655",engine,0,10,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
35,33,90,   Martin Roy ,Gamache Truck Center / Cote   (Mario Gosselin),Chevrolet,64,"12,592",engine,0,9,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
36,2,6,   Trevor Bayne ,AdvoCare / SEAL Legacy Foundation   (Jack Roush),Ford,48,"17,650",crash,15,9,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
37,36,52,   Joey Gase ,Better Business Bureau   (Jimmy Means),Chevrolet,34,"17,615",axle,0,7,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
38,39,87,   Carlos Contreras ,RaceTrac Convenience Stores   (Rick Ware),Chevrolet,33,"17,561",engine,0,6,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
39,31,10,   Blake Koch ,Heroes Behind the Camo / SupportMilitary.org   (Mark Smith),Toyota,4,"11,445",vibration,0,5,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
40,40,46,   Ryan Ellis ,The Motorsports Group   (Curtis Key),Chevrolet,3,"11,405",vibration,0,4,2014_OReilly_Auto_Parts_Challenge,2014-11-01,2014,Texas Motor Speedway,200,1.5,4,27,2.2252777777777784,134.815,186.981,1.561,13,
1,2,22,   Brad Keselowski ,Discount Tire   (Roger Penske),Ford,206,"56,575",running,9,0,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
2,1,54,   Kyle Busch ,Monster Energy   (Joe Gibbs),Toyota,206,"49,725",running,187,0,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
3,4,11,   Elliott Sadler ,Sport Clips   (Joe Gibbs),Toyota,206,"38,625",running,0,41,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
4,7,3,   Ty Dillon ,Bass Pro Shops / Tracker Boats   (Richard Childress),Chevrolet,206,"34,950",running,0,40,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
5,10,9,   Chase Elliott ,NAPA Auto Parts   (JR Motorsports),Chevrolet,206,"31,175",running,0,39,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
6,3,20,   Erik Jones ,GameStop   (Joe Gibbs),Toyota,206,"29,175",running,0,0,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
7,9,2,   Brian Scott ,Whitetail Club   (Richard Childress),Chevrolet,206,"26,925",running,0,37,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
8,8,62,   Brendan Gaughan ,Charter Communications   (Richard Childress),Chevrolet,206,"25,850",running,0,36,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
9,12,6,   Trevor Bayne ,AdvoCare / USO   (Jack Roush),Ford,206,"27,585",running,0,35,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
10,6,7,   Regan Smith ,Fire Alarm Services   (JR Motorsports),Chevrolet,206,"27,325",running,9,35,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
11,24,51,   Jeremy Clements ,RepairableVehicles.com / AllSouthElectric.com   (Jeremy Clements),Chevrolet,206,"24,925",running,1,34,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
12,13,60,   Chris Buescher ,Roush Performance Parts   (Jack Roush),Ford,206,"24,775",running,0,32,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
13,11,42,   Kyle Larson ,Cartwheel by Target   (Steve Turner),Chevrolet,206,"18,600",running,0,0,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
14,16,99,   James Buescher ,Rheem   (Robby Benton),Toyota,206,"24,490",running,0,30,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
15,14,31,   Dylan Kwasniewski ,Rockstar Energy / Fraternal Order of Eagles   (Steve Turner),Chevrolet,206,"25,005",running,0,29,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
16,20,19,   Mike Bliss ,No. 5 Specialty Coatings   (Mark Smith),Toyota,206,"24,245",running,0,28,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
17,5,5,   Alex Bowman ,Line-X Protective Coatings / Truck Gear   (JR Motorsports),Chevrolet,205,"24,535",running,0,0,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
18,26,44,   Blake Koch ,Ingersoll Rand   (Mark Smith),Toyota,204,"23,875",running,0,26,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
19,15,16,   Ryan Reed ,Lilly Diabetes / ADA Drive to Stop Diabetes   (Jack Roush),Ford,204,"23,965",running,0,25,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
20,21,39,   Ryan Sieg ,Pull-A-Part Used Auto Parts   (Rod Sieg),Chevrolet,204,"24,355",running,0,24,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
21,25,43,   Dakoda Armstrong ,WinField   (Richard Petty Motorsports),Ford,204,"23,545",running,0,23,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
22,23,29,   Kelly Admiraal ,Swan Rentals   (Robby Benton),Toyota,204,"17,430",running,0,22,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
23,17,25,   John Wes Townley ,Zaxby's   (Tony Townley),Toyota,203,"17,295",running,0,0,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
24,28,40,   Matt DiBenedetto ,The Motorsports Group   (Curtis Key),Chevrolet,203,"23,185",running,0,20,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
25,36,84,   Chad Boat ,Vektor Vodka   (Billy Boat),Chevrolet,202,"17,625",running,0,19,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
26,35,14,   Eric McClure ,Reynolds Wrap / Hefty Ultimate   (Mark Smith),Toyota,202,"23,090",running,0,18,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
27,27,55,   Jamie Dick ,Fiesta Auto Group   (Jimmy Dick),Chevrolet,200,"23,055",running,0,17,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
28,32,52,   Joey Gase ,Donate Life / finddieselengines.com   (Jimmy Means),Chevrolet,200,"22,985",running,0,16,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
29,39,23,   Mackena Bell ,K. Bell Tire & Marble   (Rick Ware),Chevrolet,198,"22,910",running,0,15,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
30,33,28,   J.J. Yeley ,Texas 28 Spirits Stage   (James Whitener),Dodge,154,"23,175",rear gear,0,14,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
31,40,70,   Derrike Cope ,Youtheory   (Derrike Cope),Chevrolet,117,"22,820",brakes,0,13,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
32,18,1,   Landon Cassill ,Flex Seal   (Johnny Davis),Chevrolet,81,"22,785",crash,0,12,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
33,30,17,   Tanner Berryhill ,Excel Therapy   (Adrian Berryhill),Toyota,58,"22,745",brakes,0,11,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
34,29,10,   Jeff Green ,Heroes Behind the Camo / SupportMilitary.org   (Mark Smith),Toyota,51,"16,709",vibration,0,10,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
35,34,74,   Mike Wallace ,Elve's Candy Company   (Mike Harmon),Dodge,41,"16,663",suspension,0,9,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
36,19,77,   Brennan Newberry ,Qore-24   (Bobby Dotter),Chevrolet,34,"15,195",crash,0,0,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
37,37,89,   Morgan Shepherd ,Racing With Jesus / Courtney Construction   (Morgan Shepherd),Chevrolet,20,"15,150",brakes,0,0,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
38,31,93,   T.J. Bell ,Texas 28 Spirits Stage   (James Whitener),Dodge,14,"21,115",vibration,0,0,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
39,38,87,   Carl Long ,Rick Ware Racing   (Rick Ware),Ford,10,"20,865",brakes,0,5,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
40,22,4,   Jeffrey Earnhardt ,JD Motorsports   (Johnny Davis),Chevrolet,0,"20,830",engine,0,4,2014_DAV_200_Honoring_Americas_Veterans,2014-11-08,2014,Phoenix International Raceway,200,1.0,5,33,2.0083333333333333,102.573,133.963,0.141,6,
1,3,20,   Matt Kenseth ,GameStop / Rock Candy   (Joe Gibbs),Toyota,206,"77,375",running,52,0,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
2,6,54,   Kyle Busch ,Monster Energy   (Joe Gibbs),Toyota,206,"58,825",running,5,0,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
3,2,42,   Kyle Larson ,Cartwheel by Target   (Steve Turner),Chevrolet,206,"53,725",running,111,0,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
4,5,12,   Ryan Blaney ,Discount Tire   (Roger Penske),Ford,206,"37,700",running,24,0,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
5,10,60,   Chris Buescher ,Humalog KwikPen   (Jack Roush),Ford,206,"39,025",running,0,39,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
6,15,7,   Regan Smith ,TaxSlayer.com   (JR Motorsports),Chevrolet,206,"31,475",running,0,38,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
7,21,3,   Ty Dillon ,WESCO   (Richard Childress),Chevrolet,206,"27,725",running,0,37,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
8,1,22,   Brad Keselowski ,Hertz   (Roger Penske),Ford,206,"25,750",running,5,0,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
9,4,11,   Elliott Sadler ,OneMain Financial   (Joe Gibbs),Toyota,206,"27,160",running,0,35,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
10,7,2,   Brian Scott ,Shore Lodge   (Richard Childress),Chevrolet,206,"27,550",running,0,34,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
11,13,6,   Trevor Bayne ,AdvoCare   (Jack Roush),Ford,206,"25,425",running,3,34,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
12,31,33,   Paul Menard ,Alert Today Florida / Boy Scouts of America   (Richard Childress),Chevrolet,206,"18,825",running,3,0,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
13,20,51,   Jeremy Clements ,All South Electric / RepairableVehicles.com   (Jeremy Clements),Chevrolet,206,"24,675",running,1,32,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
14,25,10,   Ross Chastain ,National Watermelon Association   (Mark Smith),Toyota,206,"24,565",running,0,0,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
15,30,93,   T.J. Bell ,Drivin' for Linemen / Life on the Line   (James Whitener),Dodge,206,"25,055",running,0,0,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
16,17,28,   J.J. Yeley ,Texas 28 Spirits Stage   (James Whitener),Toyota,206,"24,295",running,0,28,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
17,14,9,   Chase Elliott ,NAPA Auto Parts   (JR Motorsports),Chevrolet,206,"24,110",running,1,28,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
18,24,99,   James Buescher ,Rheem   (Robby Benton),Toyota,206,"24,175",running,0,26,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
19,9,31,   Dylan Kwasniewski ,Rockstar Energy / AccuDoc Solutions   (Steve Turner),Chevrolet,206,"23,965",running,0,25,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
20,19,43,   Dakoda Armstrong ,WinField   (Richard Petty Motorsports),Ford,206,"24,405",running,0,24,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
21,28,4,   Jeffrey Earnhardt ,GCL Construction / Polyglass   (Johnny Davis),Chevrolet,206,"23,595",running,0,23,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
22,22,44,   Blake Koch ,Celsius Flo Fusion   (Mark Smith),Toyota,206,"23,481",running,1,23,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
23,18,19,   Mike Bliss ,Sour Apple Tweaker Energy Shot   (Mark Smith),Toyota,206,"23,345",running,0,21,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
24,35,26,   Jake Crum ,MyFreedomSmokes.com   (Scott Deware),Chevrolet,206,"17,235",running,0,0,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
25,12,5,   Josh Berry ,Ragu / Winn-Dixie   (JR Motorsports),Chevrolet,206,"23,575",running,0,19,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
26,27,14,   Eric McClure ,Hefty Ultimate / Reynolds Wrap   (Mark Smith),Toyota,206,"22,965",running,0,18,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
27,11,16,   Ryan Reed ,Lilly Diabetes / ADA Drive to Stop Diabetes   (Jack Roush),Ford,206,"22,855",running,0,17,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
28,33,36,   Ryan Preece ,"Accell Construction / East West Marine   (Tommy Baldwin, Jr.)",Chevrolet,206,"16,735",running,0,16,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
29,8,62,   Brendan Gaughan ,South Point Hotel & Casino   (Richard Childress),Chevrolet,205,"22,785",running,0,15,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
30,29,55,   David Starr ,Niece Equipment / Chasco Constructors   (Bobby Dotter),Chevrolet,205,"22,775",running,0,14,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
31,40,17,   Tanner Berryhill ,Excel Therapy   (Adrian Berryhill),Toyota,204,"22,345",running,0,13,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
32,37,23,   Carlos Contreras ,SLAM / Circle K   (Rick Ware),Chevrolet,203,"22,235",running,0,12,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
33,26,25,   John Wes Townley ,Zaxby's   (Tony Townley),Toyota,201,"16,195",running,0,0,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
34,39,87,   Milka Duno ,CanTV   (Robby Benton),Toyota,201,"22,134",running,0,10,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
